run_type,run_index,accuracy,time_seconds,total_tokens,cost_usd,num_turns,num_subagents,total_messages,lead_agent_messages,subagent_messages,total_errors,total_tool_calls,total_subagent_calls,websearch_calls,webfetch_calls,read_calls,task_calls,bash_calls,subagent_similarity,subagent_success_avg,subagents_completed,subagents_completed_pct,clustering_mean,clustering_std,num_clusters,correctness,confidence
ww-eval-singleagent,33,1,35.029,2257,0.13338510000000003,19,0,21,21,0,1,7,0,4,3,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,34,0,64.839,3939,0.25642014999999996,31,0,33,33,0,0,12,0,8,4,0,0,0,,,0,,,,0,6.0,100.0
ww-eval-singleagent,35,0,28.592,1480,0.11917180000000001,19,0,21,21,0,0,7,0,4,3,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,36,0,39.733,2343,0.0882835,19,0,21,21,0,0,7,0,3,4,0,0,0,,,0,,,,0,8.0,100.0
ww-eval-singleagent,37,1,238.077,10226,1.09671505,116,0,118,118,0,2,45,0,33,12,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,38,1,36.214,1970,0.14066075,16,0,18,18,0,0,6,0,4,2,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,39,0,138.539,4126,0.3243816,59,0,61,61,0,2,21,0,12,9,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,40,0,67.224,3445,0.18171559999999998,34,0,36,36,0,0,13,0,7,6,0,0,0,,,0,,,,0,,
ww-eval-singleagent,41,1,112.317,3930,0.31938269999999996,47,0,49,49,0,0,17,0,11,6,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,42,0,19.706,627,0.058457949999999995,11,0,13,13,0,0,4,0,2,2,0,0,0,,,0,,,,0,2.0,100.0
ww-eval-singleagent,43,0,127.33,7167,0.55196345,61,0,63,63,0,2,24,0,19,5,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,44,0,80.344,4176,0.26515975,37,0,39,39,0,0,14,0,9,5,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,45,0,95.14,3971,0.2852031,41,0,43,43,0,0,15,0,11,4,0,0,0,,,0,,,,0,,
ww-eval-singleagent,46,0,150.961,8201,0.5620491499999999,73,0,75,75,0,1,29,0,19,9,0,0,1,,,0,,,,0,0.0,100.0
ww-eval-singleagent,47,1,46.316,1597,0.1524324,22,0,24,24,0,0,8,0,5,3,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,48,1,99.007,4791,0.23203800000000002,29,0,31,31,0,3,11,0,5,6,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,49,0,94.565,3432,0.2676303,42,0,44,44,0,2,16,0,8,8,0,0,0,,,0,,,,0,,
ww-eval-singleagent,50,1,23.947,719,0.0638929,14,0,16,16,0,0,5,0,2,3,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,51,0,292.101,3503,0.20695150000000004,35,0,37,37,0,4,13,0,9,4,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,52,0,67.731,2957,0.23237795,35,0,37,37,0,1,13,0,8,5,0,0,0,,,0,,,,0,3.0,100.0
ww-eval-singleagent,53,1,102.251,1873,0.04971615000000001,12,0,14,14,0,1,4,0,2,2,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,54,1,13.432,1045,0.05531585000000001,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,55,1,22.496,1266,0.057452500000000004,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,56,0,117.661,4718,0.31994665,47,0,49,49,0,0,18,0,11,7,0,0,0,,,0,,,,0,3.0,100.0
ww-eval-singleagent,57,1,39.294,2698,0.13483385,26,0,28,28,0,4,9,0,4,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,58,1,22.283,1444,0.06594014999999999,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,59,1,21.787,1148,0.06787875,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,60,0,207.495,7349,0.6310863500000001,82,0,84,84,0,3,32,0,24,8,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,61,1,66.451,2873,0.26140844999999996,39,0,41,41,0,5,15,0,8,7,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,62,1,54.433,2912,0.16688025,24,0,26,26,0,0,9,0,6,3,0,0,0,,,0,,,,0,9.0,100.0
ww-eval-singleagent,63,1,18.125,1223,0.07048055,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,64,1,25.731,2202,0.10137790000000002,14,0,16,16,0,1,5,0,4,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,65,0,121.479,4870,0.3459842000000001,50,0,52,52,0,4,18,0,12,6,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,66,1,22.406,1513,0.0858934,11,0,13,13,0,0,4,0,3,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,67,0,126.337,3706,0.3018925,49,0,51,51,0,2,19,0,10,9,0,0,0,,,0,,,,0,,
ww-eval-singleagent,68,0,28.673,748,0.0788518,14,0,16,16,0,1,5,0,2,3,0,0,0,,,0,,,,0,7.0,100.0
ww-eval-singleagent,69,1,47.578,1208,0.15163225,24,0,26,26,0,0,9,0,4,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,70,1,135.076,4290,0.38616645000000005,47,0,49,49,0,0,17,0,12,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,71,0,68.478,1931,0.1645888,29,0,31,31,0,0,10,0,6,4,0,0,0,,,0,,,,0,2.0,100.0
ww-eval-singleagent,72,0,80.598,1826,0.2568562999999999,32,0,34,34,0,0,12,0,8,4,0,0,0,,,0,,,,0,,
ww-eval-singleagent,73,0,21.412,1356,0.0761942,16,0,18,18,0,0,6,0,2,4,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,74,1,46.52,1116,0.14966764999999999,22,0,24,24,0,0,8,0,4,4,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,75,0,85.639,3032,0.24350599999999997,35,0,37,37,0,0,13,0,8,5,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,76,0,161.709,7674,0.68252145,79,0,81,81,0,1,31,0,26,5,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,77,0,127.609,5232,0.31538245000000004,56,0,58,58,0,1,21,0,12,9,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,78,0,137.454,7169,0.40352465000000004,53,0,55,55,0,0,20,0,14,6,0,0,0,,,0,,,,0,3.0,100.0
ww-eval-singleagent,79,0,134.164,3670,0.3842054499999999,66,0,68,68,0,1,26,0,17,9,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,80,0,123.86,8251,0.3929652,59,0,61,61,0,1,23,0,17,6,0,0,0,,,0,,,,0,3.0,100.0
ww-eval-singleagent,81,1,71.063,4092,0.17779185,29,0,31,31,0,0,11,0,6,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,82,0,135.279,6153,0.43268719999999994,64,0,66,66,0,0,25,0,17,8,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,83,0,41.176,2111,0.1130956,19,0,21,21,0,0,7,0,3,4,0,0,0,,,0,,,,0,3.0,100.0
ww-eval-singleagent,84,1,30.77,1844,0.07127965,17,0,19,19,0,0,6,0,2,4,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,85,0,153.888,4991,0.32940864999999997,58,0,60,60,0,0,21,0,13,8,0,0,0,,,0,,,,0,5.0,100.0
ww-eval-singleagent,86,0,68.473,1971,0.15424735,29,0,31,31,0,0,11,0,5,6,0,0,0,,,0,,,,0,,
ww-eval-singleagent,87,1,113.542,5422,0.35699169999999997,41,0,43,43,0,2,16,0,11,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,88,0,191.472,5236,0.5766361,78,0,80,80,0,2,30,0,22,8,0,0,0,,,0,,,,0,0.0,100.0
ww-eval-singleagent,89,0,81.506,3661,0.29677205000000006,34,0,36,36,0,0,13,0,8,5,0,0,0,,,0,,,,0,4.0,100.0
ww-eval-singleagent,90,1,130.774,4184,0.43889675000000006,59,0,61,61,0,3,23,0,18,5,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,91,1,63.917,2603,0.18873569999999995,31,0,33,33,0,2,12,0,8,4,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,92,1,16.986,516,0.06030355,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,93,1,37.975,2886,0.09796805,14,0,16,16,0,0,5,0,4,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,94,1,16.419,454,0.0630613,11,0,13,13,0,0,4,0,2,2,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,95,1,85.919,3280,0.2700413,35,0,37,37,0,0,13,0,9,4,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,96,1,16.416,1102,0.06126015,11,0,13,13,0,0,4,0,2,2,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,97,1,23.466,898,0.04061905,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,98,1,20.127,1278,0.05397075,9,0,11,11,0,0,3,0,2,1,0,0,0,,,0,,,,0,10.0,100.0
ww-eval-singleagent,99,0,49.558,1129,0.10688520000000001,18,0,20,20,0,0,6,0,4,2,0,0,0,,,0,,,,0,4.0,100.0
ww-eval-multiagent,0,0,167.939,629,0.8674533999999998,4,1,74,6,68,2,35,1,25,9,0,1,0,1.0,4.0,0,0.0,0.02857142857142857,,1,8.0,100.0
ww-eval-multiagent,1,0,30.116,534,0.06540075000000001,4,1,18,6,12,0,7,1,2,4,0,1,0,1.0,4.5,0,0.0,0.14285714285714285,,1,5.0,100.0
ww-eval-multiagent,2,1,197.984,1281,0.5994390500000001,4,1,62,6,56,0,29,1,17,11,0,1,0,1.0,0.0,0,0.0,0.034482758620689655,,1,10.0,100.0
ww-eval-multiagent,3,1,104.049,454,0.33727785000000005,4,1,38,6,32,0,17,1,11,5,0,1,0,1.0,8.5,1,1.0,0.058823529411764705,,1,10.0,100.0
ww-eval-multiagent,4,1,115.271,708,0.36384649999999996,4,1,42,6,36,1,19,1,11,7,0,1,0,1.0,0.0,0,0.0,0.05263157894736842,,1,10.0,100.0
ww-eval-multiagent,5,0,152.326,1991,1.21263265,8,3,114,10,104,7,55,3,40,12,0,3,0,0.7309172749519348,5.233333333333333,1,0.3333333333333333,0.03636363636363636,0.01484539238050411,3,0.0,100.0
ww-eval-multiagent,6,0,113.714,802,0.3421211000000001,4,1,38,6,32,2,17,1,10,6,0,1,0,1.0,0.0,0,0.0,0.058823529411764705,,1,0.0,100.0
ww-eval-multiagent,7,1,106.609,2144,0.57343115,6,2,58,8,50,0,27,2,17,8,0,2,0,0.5942856073379517,3.5,1,0.5,0.05555555555555555,0.018518518518518517,2,10.0,100.0
ww-eval-multiagent,8,0,322.917,2372,1.27438695,9,3,139,11,128,3,67,3,43,21,0,3,0,0.8468947410583496,4.666666666666667,0,0.0,0.2537313432835821,0.32722554532149944,3,3.0,100.0
ww-eval-multiagent,9,0,257.237,1081,0.51256425,4,1,48,6,42,3,22,1,18,3,0,1,0,1.0,6.5,0,0.0,0.045454545454545456,,1,5.0,100.0
ww-eval-multiagent,10,0,271.071,2220,0.9753227500000007,6,2,104,8,96,9,50,2,27,21,0,2,0,0.9974283576011658,5.0,0,0.0,0.03,0.01,2,3.0,100.0
ww-eval-multiagent,11,1,44.452,852,0.14153849999999998,4,1,22,6,16,0,9,1,5,3,0,1,0,1.0,9.5,1,1.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,12,1,67.079,708,0.12721675,4,1,20,6,14,0,8,1,3,4,0,1,0,1.0,0.0,0,0.0,0.125,,1,10.0,100.0
ww-eval-multiagent,13,1,38.23,397,0.09282075,4,1,20,6,14,0,8,1,3,4,0,1,0,1.0,3.0,0,0.0,0.125,,1,10.0,100.0
ww-eval-multiagent,14,1,142.505,959,0.31866050000000007,4,1,38,6,32,0,17,1,12,4,0,1,0,1.0,4.0,0,0.0,0.058823529411764705,,1,10.0,100.0
ww-eval-multiagent,15,0,262.277,787,0.3687225,4,1,40,6,34,3,18,1,14,3,0,1,0,1.0,7.0,0,0.0,0.05555555555555555,,1,0.0,100.0
ww-eval-multiagent,16,1,117.093,1129,0.20928415,4,1,34,6,28,1,15,1,7,7,0,1,0,1.0,7.0,1,1.0,0.06666666666666667,,1,10.0,100.0
ww-eval-multiagent,17,0,195.29,1076,0.6363623500000001,4,1,76,6,70,6,36,1,25,10,0,1,0,1.0,3.0,0,0.0,0.027777777777777776,,1,0.0,100.0
ww-eval-multiagent,18,0,93.132,360,0.39325635,4,1,36,6,30,1,16,1,12,3,0,1,0,1.0,7.5,1,1.0,0.0625,,1,0.0,100.0
ww-eval-multiagent,19,0,82.611,642,0.26084365,4,1,34,6,28,2,15,1,10,4,0,1,0,1.0,0.0,0,0.0,0.06666666666666667,,1,8.0,100.0
ww-eval-multiagent,20,1,60.493,657,0.16753655,4,1,18,6,12,0,7,1,4,2,0,1,0,1.0,9.0,1,1.0,0.14285714285714285,,1,10.0,100.0
ww-eval-multiagent,21,1,30.346,405,0.06711719999999999,4,1,14,6,8,0,5,1,2,2,0,1,0,1.0,9.0,1,1.0,0.2,,1,10.0,100.0
ww-eval-multiagent,22,0,73.908,561,0.14613815000000002,4,1,24,6,18,0,10,1,5,4,0,1,0,1.0,0.0,0,0.0,0.1,,1,0.0,100.0
ww-eval-multiagent,23,0,107.448,994,0.30231874999999997,4,1,42,6,36,0,19,1,14,4,0,1,0,1.0,7.0,0,0.0,0.05263157894736842,,1,0.0,100.0
ww-eval-multiagent,24,1,49.028,539,0.03854475,4,1,22,6,16,2,9,1,2,5,0,1,1,1.0,6.0,0,0.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,25,1,81.618,403,0.28396799999999994,4,1,34,6,28,1,15,1,8,6,0,1,0,1.0,0.0,0,0.0,0.06666666666666667,,1,10.0,100.0
ww-eval-multiagent,26,0,84.873,444,0.30158969999999996,4,1,36,6,30,1,16,1,10,5,0,1,0,1.0,9.0,1,1.0,0.0625,,1,0.0,100.0
ww-eval-multiagent,27,1,301.985,1063,0.5625493,4,1,54,6,48,4,25,1,16,8,0,1,0,1.0,7.5,1,1.0,0.04,,1,10.0,100.0
ww-eval-multiagent,28,0,110.712,1324,0.45905700000000005,4,1,38,6,32,0,17,1,12,3,0,1,1,1.0,4.5,0,0.0,0.058823529411764705,,1,0.0,100.0
ww-eval-multiagent,29,1,85.788,622,0.28464155,4,1,30,6,24,2,13,1,7,5,0,1,0,1.0,6.5,0,0.0,0.07692307692307693,,1,10.0,100.0
ww-eval-multiagent,30,0,99.76,1046,0.29086694999999996,4,1,34,6,28,0,15,1,8,6,0,1,0,1.0,3.0,0,0.0,0.06666666666666667,,1,,
ww-eval-multiagent,31,0,148.78,3981,0.9685621499999998,6,2,92,8,84,2,44,2,30,12,0,2,0,0.8788809776306152,1.5,0,0.0,0.03409090909090909,0.011363636363636364,2,0.0,100.0
ww-eval-multiagent,32,1,64.028,769,0.29018135,6,2,42,8,34,1,19,2,9,8,0,2,0,0.38273823261260986,8.25,2,1.0,0.07894736842105263,0.02631578947368421,2,10.0,100.0
ww-eval-multiagent,33,1,118.397,714,0.48291835000000005,6,2,62,8,54,3,29,2,17,10,0,2,0,0.5652848482131958,7.25,1,0.5,0.05172413793103448,0.017241379310344827,2,10.0,100.0
ww-eval-multiagent,34,0,159.595,647,0.4375779,4,1,48,6,42,0,22,1,13,8,0,1,0,1.0,3.0,0,0.0,0.045454545454545456,,1,5.0,100.0
ww-eval-multiagent,35,0,54.02,405,0.14292919999999998,4,1,22,6,16,0,9,1,4,4,0,1,0,1.0,7.0,0,0.0,0.1111111111111111,,1,0.0,100.0
ww-eval-multiagent,36,1,126.026,1056,0.25648814999999997,4,1,30,6,24,0,13,1,8,4,0,1,0,1.0,6.0,0,0.0,0.07692307692307693,,1,10.0,100.0
ww-eval-multiagent,37,1,109.285,1085,0.45747164999999995,4,1,42,6,36,0,19,1,14,4,0,1,0,1.0,5.0,0,0.0,0.05263157894736842,,1,10.0,100.0
ww-eval-multiagent,38,1,59.539,641,0.17124454999999994,4,1,20,6,14,0,8,1,4,3,0,1,0,1.0,0.0,0,0.0,0.125,,1,10.0,100.0
ww-eval-multiagent,39,0,83.337,846,0.2618046,4,1,32,6,26,1,14,1,8,5,0,1,0,1.0,6.0,0,0.0,0.07142857142857142,,1,6.0,100.0
ww-eval-multiagent,40,0,116.019,2970,0.611288,6,2,66,8,58,0,31,2,17,12,0,2,0,0.9619558453559875,4.5,1,0.5,0.04838709677419355,0.016129032258064516,2,3.0,100.0
ww-eval-multiagent,41,1,74.016,1115,0.20447754999999995,4,1,26,6,20,0,11,1,6,4,0,1,0,1.0,8.5,1,1.0,0.09090909090909091,,1,10.0,100.0
ww-eval-multiagent,42,0,76.084,1461,0.3465875500000001,6,2,42,8,34,0,19,2,11,6,0,2,0,0.9634467363357544,8.5,2,1.0,0.07894736842105263,0.02631578947368421,2,0.0,100.0
ww-eval-multiagent,43,1,224.359,1108,0.8680954,4,1,78,6,72,4,37,1,26,10,0,1,0,1.0,5.0,0,0.0,0.02702702702702703,,1,10.0,100.0
ww-eval-multiagent,44,0,240.341,1737,1.6807889500000002,6,2,126,8,118,5,61,2,45,14,0,2,0,0.5843788385391235,4.5,0,0.0,0.02459016393442623,0.00819672131147541,2,0.0,100.0
ww-eval-multiagent,45,1,201.867,1326,0.6000240499999999,6,2,66,8,58,1,31,2,20,9,0,2,0,0.8537089228630066,7.5,1,0.5,0.04838709677419355,0.016129032258064516,2,10.0,100.0
ww-eval-multiagent,46,1,136.56,1428,0.5240591999999998,4,1,62,6,56,1,29,1,17,11,0,1,0,1.0,5.5,0,0.0,0.034482758620689655,,1,10.0,100.0
ww-eval-multiagent,47,1,83.341,1018,0.25474445000000007,4,1,28,6,22,0,12,1,8,3,0,1,0,1.0,8.5,1,1.0,0.08333333333333333,,1,10.0,100.0
ww-eval-multiagent,48,0,275.298,11759,1.4561141000000004,8,3,106,10,96,4,51,3,32,16,0,3,0,0.8622172474861145,7.0,1,0.3333333333333333,0.0392156862745098,0.016009736880935804,3,,
ww-eval-multiagent,49,1,98.139,2854,0.4554244000000001,6,2,56,8,48,1,26,2,13,11,0,2,0,0.7694959044456482,3.6,0,0.0,0.057692307692307696,0.019230769230769232,2,10.0,100.0
ww-eval-multiagent,50,1,47.521,530,0.15402960000000002,4,1,22,6,16,0,9,1,4,4,0,1,0,1.0,9.0,1,1.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,51,0,242.35,2062,1.1882633,9,3,105,11,94,1,50,3,33,14,0,3,0,0.7618845105171204,7.0,1,0.3333333333333333,0.22,0.26882460204874603,3,0.0,100.0
ww-eval-multiagent,52,1,117.546,957,0.42232535,4,1,42,6,36,0,19,1,13,5,0,1,0,1.0,4.0,0,0.0,0.05263157894736842,,1,10.0,100.0
ww-eval-multiagent,53,1,141.523,965,0.25932204999999997,4,1,26,6,20,2,11,1,7,3,0,1,0,1.0,8.5,1,1.0,0.09090909090909091,,1,10.0,100.0
ww-eval-multiagent,54,1,37.714,343,0.10379855000000002,4,1,16,6,10,0,6,1,3,2,0,1,0,1.0,10.0,1,1.0,0.16666666666666666,,1,10.0,100.0
ww-eval-multiagent,55,0,33.385,698,0.08033185,4,1,12,6,6,0,4,1,2,1,0,1,0,1.0,10.0,1,1.0,0.25,,1,8.0,100.0
ww-eval-multiagent,56,0,85.003,714,0.34942090000000003,4,1,32,6,26,0,14,1,9,4,0,1,0,1.0,2.0,0,0.0,0.07142857142857142,,1,3.0,100.0
ww-eval-multiagent,57,0,84.618,640,0.24080390000000007,4,1,34,6,28,4,15,1,7,7,0,1,0,1.0,7.5,1,1.0,0.06666666666666667,,1,4.0,100.0
ww-eval-multiagent,58,1,60.896,655,0.1761516,4,1,22,6,16,0,9,1,5,3,0,1,0,1.0,9.0,1,1.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,59,1,87.879,519,0.2302868,4,1,34,6,28,0,15,1,7,7,0,1,0,1.0,0.0,0,0.0,0.06666666666666667,,1,10.0,100.0
ww-eval-multiagent,60,0,226.671,843,0.5646684999999999,4,1,56,6,50,1,26,1,20,5,0,1,0,1.0,4.0,0,0.0,0.038461538461538464,,1,0.0,100.0
ww-eval-multiagent,61,1,41.757,474,0.1762538,4,1,20,6,14,2,8,1,5,2,0,1,0,1.0,4.0,0,0.0,0.125,,1,10.0,100.0
ww-eval-multiagent,62,1,81.494,970,0.2992037,4,1,30,6,24,0,13,1,10,2,0,1,0,1.0,6.0,0,0.0,0.07692307692307693,,1,10.0,100.0
ww-eval-multiagent,63,1,85.543,666,0.2679934,4,1,32,6,26,0,14,1,8,5,0,1,0,1.0,4.0,0,0.0,0.07142857142857142,,1,10.0,100.0
ww-eval-multiagent,64,1,127.705,574,0.21515825,4,1,22,6,16,1,9,1,7,1,0,1,0,1.0,9.0,1,1.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,65,0,278.108,806,0.7991372000000001,4,1,56,6,50,2,26,1,22,3,0,1,0,1.0,7.0,0,0.0,0.038461538461538464,,1,0.0,100.0
ww-eval-multiagent,66,1,156.348,1136,0.44666525,4,1,50,6,44,2,23,1,12,10,0,1,0,1.0,3.0,0,0.0,0.043478260869565216,,1,10.0,100.0
ww-eval-multiagent,67,0,132.618,1146,0.4403547,4,1,46,6,40,2,21,1,12,8,0,1,0,1.0,7.0,1,1.0,0.047619047619047616,,1,4.0,100.0
ww-eval-multiagent,68,0,133.196,634,0.23810984999999996,4,1,30,6,24,3,13,1,6,6,0,1,0,1.0,0.0,0,0.0,0.07692307692307693,,1,5.0,100.0
ww-eval-multiagent,69,1,58.234,894,0.15994905,4,1,22,6,16,0,9,1,3,5,0,1,0,1.0,0.0,0,0.0,0.1111111111111111,,1,10.0,100.0
ww-eval-multiagent,70,1,83.713,692,0.20269005,4,1,26,6,20,0,11,1,6,4,0,1,0,1.0,0.0,0,0.0,0.09090909090909091,,1,10.0,100.0
